repo,name,version,appVersion,updatedAt
main,ambassador,6.6.0,1.12.1,2021-03-12T11:17:14.000Z
main,rancher,2.5.7,v2.5.7,2021-03-12T22:15:34.000Z
main,grafana,6.6.3,7.4.3,2021-03-14T17:46:50.000Z
main,seaweedfs,2.32,2.32,2021-03-14T20:48:59.000Z
main,verdaccio,2.0.0,4.10.0,2021-03-15T04:53:53.000Z
main,cockroachdb,5.0.6,20.2.6,2021-03-15T13:31:00.000Z
main,openebs,2.7.0,2.7.0,2021-03-15T23:39:34.000Z
main,seaweedfs,2.33,2.33,2021-03-15T23:39:34.000Z
main,seaweedfs,2.34,2.34,2021-03-16T02:16:12.000Z
main,kube-prometheus,4.2.0,0.46.0,2021-03-17T02:15:58.000Z
main,hazelcast,3.6.2,4.1.2,2021-03-17T06:19:16.000Z
main,prometheus-postgres-exporter,2.1.0,0.9.0,2021-03-17T22:47:31.000Z
main,argo-cd,2.17.1,1.8.4,2021-03-18T14:47:01.000Z
main,consul,0.31.0,1.9.4,2021-03-18T16:35:45.000Z
main,prometheus-postgres-exporter,2.2.0,0.9.0,2021-03-19T10:28:41.000Z
main,consul,0.31.1,1.9.4,2021-03-19T11:37:06.000Z
main,argo-cd,2.17.2,1.8.4,2021-03-20T08:28:08.000Z
main,verdaccio,2.0.1,4.12.0,2021-03-21T10:58:21.000Z
main,metallb,2.3.3,0.9.5,2021-03-21T16:35:43.000Z
main,seaweedfs,2.35,2.35,2021-03-21T23:41:05.000Z
main,grafana,6.6.4,7.4.5,2021-03-22T00:17:54.000Z
main,gitea,2.2.3,1.13.5,2021-03-22T05:25:53.000Z
main,argo-cd,2.17.3,1.8.4,2021-03-22T12:42:04.000Z
main,metallb,2.3.4,0.9.6,2021-03-22T16:36:00.000Z
main,argo-cd,2.17.4,1.8.4,2021-03-23T05:03:14.000Z
main,ingress-nginx,3.25.0,0.44.0,2021-03-23T08:23:01.000Z
main,redis,12.9.0,6.0.12,2021-03-25T00:23:46.000Z
main,loki-distributed,0.28.0,2.2.0,2021-03-25T05:24:56.000Z
main,vault,0.10.0,1.7.0,2021-03-25T08:48:32.000Z
main,kube-prometheus,4.2.1,0.46.0,2021-03-26T12:19:20.000Z
main,seaweedfs,2.36,2.36,2021-03-28T19:01:23.000Z
main,ambassador,6.6.1,1.12.1,2021-03-29T05:33:59.000Z
main,metallb,2.3.5,0.9.6,2021-03-29T08:31:24.000Z
main,ambassador,6.6.2,1.12.2,2021-03-29T10:25:46.000Z
main,redis,12.9.1,6.0.12,2021-03-30T00:21:31.000Z
main,grafana,6.7.0,7.5.1,2021-03-30T03:42:13.000Z
main,cockroachdb,5.0.7,20.2.7,2021-03-30T09:44:34.000Z
main,redis,12.9.2,6.0.12,2021-03-31T00:21:29.000Z
main,argo-cd,2.17.5,1.8.4,2021-03-31T05:01:15.000Z
main,redis,12.10.0,6.0.12,2021-03-31T05:01:15.000Z
main,ingress-nginx,3.26.0,0.44.0,2021-03-31T07:18:58.000Z
main,argo,0.16.8,v2.12.5,2021-03-31T09:43:53.000Z
main,harbor,1.6.1,2.2.1,2021-03-31T18:10:55.000Z
main,grafana,6.7.1,7.5.2,2021-03-31T23:19:07.000Z
main,postgres-operator-ui,1.6.2,1.6.2,2021-04-01T03:42:18.000Z
main,postgres-operator,1.6.2,1.6.2,2021-04-01T03:42:18.000Z
main,dapr,1.1.0,1.1.0,2021-04-01T15:30:49.000Z
main,verdaccio,2.1.0,4.12.0,2021-04-03T02:18:33.000Z
main,seaweedfs,2.37,2.37,2021-04-04T18:08:27.000Z
main,grafana,6.7.2,7.5.2,2021-04-04T22:22:12.000Z
main,verdaccio,3.0.0,4.12.0,2021-04-05T09:44:56.000Z
main,redis,12.10.1,6.0.12,2021-04-05T15:19:56.000Z
main,seaweedfs,2.38,2.38,2021-04-05T19:01:35.000Z
main,ingress-nginx,3.27.0,0.45.0,2021-04-06T10:34:22.000Z
main,dapr,1.1.1,1.1.1,2021-04-06T16:53:27.000Z
main,hazelcast,3.7.0,4.2,2021-04-07T00:21:09.000Z
main,argo-cd,3.0.0,2.0.0,2021-04-07T08:34:13.000Z
main,ingress-nginx,3.28.0,0.45.0,2021-04-07T11:40:09.000Z
main,grafana,6.7.3,7.5.3,2021-04-07T19:02:50.000Z
main,prometheus-blackbox-exporter,4.10.4,0.18.0,2021-04-07T23:43:29.000Z
main,cert-manager,v1.3.0,v1.3.0,2021-04-08T02:45:53.000Z
main,verdaccio,3.0.1,4.12.0,2021-04-08T03:15:15.000Z
main,kubernetes-dashboard,4.0.3,2.2.0,2021-04-08T03:42:29.000Z
main,ingress-nginx,3.29.0,0.45.0,2021-04-08T06:18:23.000Z
main,redis,13.0.0,6.2.1,2021-04-08T20:54:24.000Z
main,cockroachdb,5.0.8,20.2.7,2021-04-09T07:18:25.000Z
main,redis,13.0.1,6.2.1,2021-04-09T10:24:39.000Z
main,seaweedfs,2.39,2.39,2021-04-11T19:01:42.000Z
main,grafana,6.7.4,7.5.3,2021-04-11T23:21:56.000Z
main,prometheus-redis-exporter,4.0.1,1.11.1,2021-04-11T23:21:57.000Z
main,gitea,2.2.4,1.13.7,2021-04-12T00:21:29.000Z
main,cockroachdb,5.1.0,20.2.7,2021-04-12T07:46:26.000Z
main,verdaccio,4.0.0,5.0.1,2021-04-12T22:53:16.000Z
main,cockroachdb,5.1.1,20.2.7,2021-04-13T06:18:06.000Z
main,cockroachdb,5.1.2,20.2.7,2021-04-13T07:19:04.000Z
main,argo-cd,3.1.0,2.0.0,2021-04-13T18:03:31.000Z
main,kube-prometheus,4.2.2,0.47.0,2021-04-14T00:47:27.000Z
main,cert-manager,v1.3.1,v1.3.1,2021-04-14T03:14:58.000Z
main,hazelcast,3.7.1,4.2,2021-04-14T07:18:22.000Z
main,vault,0.11.0,1.7.0,2021-04-14T07:47:06.000Z
main,cockroachdb,5.1.3,20.2.7,2021-04-14T09:24:10.000Z
main,argo-cd,3.1.1,2.0.0,2021-04-14T13:43:06.000Z
main,linkerd2-cni,2.10.1,stable-2.10.1,2021-04-15T09:39:55.000Z
main,linkerd2,2.10.1,stable-2.10.1,2021-04-15T09:39:55.000Z
main,ambassador,6.6.3,1.12.3,2021-04-15T15:45:27.000Z
main,openebs,2.8.0,2.8.0,2021-04-16T01:18:46.000Z
main,yugabyte,2.7.0,2.7.0.0-b17,2021-04-16T10:28:48.000Z
main,dapr,1.1.2,1.1.2,2021-04-16T13:16:06.000Z
main,prometheus-postgres-exporter,2.3.0,0.9.0,2021-04-16T18:59:02.000Z
main,seaweedfs,2.40,2.40,2021-04-18T13:15:57.000Z
main,gitea,2.2.5,1.13.7,2021-04-19T05:00:43.000Z
main,cockroachdb,5.1.4,20.2.7,2021-04-19T09:37:17.000Z
main,grafana,6.7.5,7.5.3,2021-04-19T13:43:25.000Z
main,ambassador,6.6.4,1.12.4,2021-04-19T20:22:25.000Z
main,redis,14.0.0,6.2.1,2021-04-19T23:42:50.000Z
main,prometheus-blackbox-exporter,4.11.0,0.18.0,2021-04-20T00:21:04.000Z
main,prometheus-redis-exporter,4.0.2,1.11.1,2021-04-20T00:21:04.000Z
main,cockroachdb,5.1.5,20.2.7,2021-04-20T05:01:28.000Z
main,redis,14.0.1,6.2.2,2021-04-20T09:39:29.000Z
main,ambassador,6.7.0,1.13.0,2021-04-20T10:28:32.000Z
main,grafana,6.8.0,7.5.3,2021-04-20T21:46:35.000Z
main,redis,14.0.2,6.2.2,2021-04-21T05:01:32.000Z
main,argo-cd,3.1.2,2.0.0,2021-04-21T05:47:38.000Z
main,argo-cd,3.2.0,2.0.0,2021-04-21T12:18:37.000Z
main,metallb,2.3.6,0.9.6,2021-04-21T13:16:19.000Z
main,cockroachdb,5.1.6,20.2.7,2021-04-22T05:48:04.000Z
main,ambassador,6.7.1,1.13.1,2021-04-22T07:19:23.000Z
main,longhorn,1.1.1,v1.1.1,2021-04-22T22:22:05.000Z
main,redis,14.1.0,6.2.2,2021-04-23T02:19:36.000Z
main,argo,0.16.9,v2.12.5,2021-04-23T07:50:17.000Z
main,cockroachdb,5.1.7,20.2.8,2021-04-23T08:32:50.000Z
main,argo-cd,3.2.1,2.0.0,2021-04-23T15:19:21.000Z
main,argo-cd,3.2.2,2.0.0,2021-04-24T03:15:10.000Z
main,seaweedfs,2.41,2.41,2021-04-24T16:56:35.000Z
main,grafana,6.8.1,7.5.3,2021-04-25T18:14:31.000Z
main,prometheus-mysql-exporter,1.2.0,v0.12.1,2021-04-25T19:03:02.000Z
main,openebs,2.8.1,2.8.0,2021-04-27T04:26:28.000Z
main,argo,0.16.10,v2.12.5,2021-04-27T11:20:40.000Z
main,grafana,6.8.2,7.5.3,2021-04-27T19:00:42.000Z
main,ambassador,6.7.2,1.13.1,2021-04-28T06:43:06.000Z
main,nats,0.7.5,2.1.9,2021-04-28T07:19:54.000Z
main,gitea,3.0.0,1.14.1,2021-04-29T01:17:05.000Z
main,ambassador,6.7.3,1.13.2,2021-04-29T11:38:58.000Z
main,seaweedfs,2.42,2.42,2021-04-30T02:17:11.000Z
main,kube-prometheus,4.3.0,0.47.0,2021-04-30T07:17:47.000Z
main,ambassador,6.7.4,1.13.2,2021-04-30T10:56:23.000Z
main,kube-prometheus,4.3.1,0.47.1,2021-04-30T13:44:09.000Z
main,ingress-nginx,3.30.0,0.46.0,2021-04-30T15:16:12.000Z
main,seaweedfs,2.43,2.43,2021-04-30T23:42:29.000Z
main,grafana,6.8.3,7.5.5,2021-05-03T10:55:46.000Z
main,ambassador,6.7.5,1.13.3,2021-05-03T12:41:21.000Z
main,redis,14.1.1,6.2.3,2021-05-04T04:21:08.000Z
main,grafana,6.8.4,7.5.5,2021-05-05T00:46:10.000Z
main,rancher,2.5.8,v2.5.8,2021-05-05T22:52:44.000Z
main,grafana,6.9.0,7.5.5,2021-05-06T18:06:48.000Z
main,argo-cd,3.2.3,2.0.0,2021-05-09T12:15:08.000Z
main,seaweedfs,2.44,2.44,2021-05-09T22:53:27.000Z
main,seaweedfs,2.45,2.45,2021-05-10T13:13:35.000Z
main,cockroachdb,5.1.8,20.2.9,2021-05-10T15:14:37.000Z
main,seaweedfs,2.46,2.46,2021-05-10T21:18:33.000Z
main,hazelcast,3.7.2,4.2,2021-05-11T01:45:53.000Z
main,sealed-secrets,1.16.0,v0.16.0,2021-05-11T06:42:02.000Z
main,seaweedfs,2.47,2.47,2021-05-11T09:24:10.000Z
main,nats,0.8.0,2.2.3,2021-05-11T10:05:28.000Z
main,ambassador,6.7.6,1.13.4,2021-05-11T12:42:33.000Z
main,prometheus-postgres-exporter,2.3.1,0.9.0,2021-05-11T13:43:50.000Z
main,sealed-secrets,1.16.1,v0.16.0,2021-05-12T00:49:12.000Z
main,ambassador,6.7.7,1.13.4,2021-05-12T10:30:35.000Z
main,argo-cd,3.2.4,2.0.0,2021-05-12T21:50:26.000Z
main,kube-prometheus,5.0.0,0.47.1,2021-05-13T05:50:26.000Z
main,loki-distributed,0.29.0,2.2.0,2021-05-13T08:31:23.000Z
main,kubernetes-dashboard,4.1.0,2.2.0,2021-05-13T11:42:49.000Z
main,ambassador,6.7.8,1.13.5,2021-05-13T12:18:03.000Z
main,grafana,6.9.1,7.5.5,2021-05-13T19:59:53.000Z
main,seaweedfs,2.48,2.48,2021-05-14T09:44:15.000Z
main,openebs,2.9.0,2.9.0,2021-05-15T06:15:59.000Z
main,argo-cd,3.3.0,2.0.1,2021-05-16T07:50:54.000Z
main,argo-cd,3.3.1,2.0.1,2021-05-16T10:30:32.000Z
main,argo-cd,3.3.2,2.0.1,2021-05-16T21:50:33.000Z
main,argo-cd,3.3.3,2.0.1,2021-05-16T23:23:37.000Z
main,cockroachdb,6.0.0,21.1.0,2021-05-17T12:43:52.000Z
main,linkerd2-cni,2.10.2,stable-2.10.2,2021-05-17T18:21:04.000Z
main,linkerd2,2.10.2,stable-2.10.2,2021-05-17T18:21:04.000Z
main,argo-cd,3.3.5,2.0.1,2021-05-17T23:46:40.000Z
main,ingress-nginx,3.31.0,0.46.0,2021-05-18T05:51:43.000Z
main,loki-distributed,0.30.0,2.2.0,2021-05-19T11:23:05.000Z
main,prometheus-blackbox-exporter,4.12.0,0.18.0,2021-05-20T02:17:29.000Z
main,redis,14.2.0,6.2.3,2021-05-20T02:17:29.000Z
main,prometheus-postgres-exporter,2.3.2,0.9.0,2021-05-21T00:19:41.000Z
main,argo,1.0.0,v2.12.5,2021-05-21T04:26:10.000Z
main,prometheus-postgres-exporter,2.3.3,0.9.0,2021-05-21T04:26:10.000Z
main,argo-cd,3.4.0,2.0.1,2021-05-21T05:07:41.000Z
main,argo-cd,3.4.1,2.0.1,2021-05-21T08:32:16.000Z
main,argo-cd,3.5.0,2.0.1,2021-05-21T09:07:06.000Z
main,minio-operator,4.0.11,v4.0.11,2021-05-21T09:07:06.000Z
main,kubernetes-dashboard,4.2.0,2.2.0,2021-05-21T11:29:04.000Z
main,argo-workflows,0.1.2,v3.0.2,2021-05-22T02:01:52.000Z
main,argocd-applicationset,0.1.5,v0.1.0,2021-05-22T02:01:52.000Z
main,argocd-notifications,1.3.1,1.1.1,2021-05-22T02:01:52.000Z
main,metallb,2.3.7,0.9.6,2021-05-22T09:30:33.000Z
main,seaweedfs,2.49,2.49,2021-05-23T00:18:48.000Z
main,argo-cd,3.6.0,2.0.1,2021-05-23T05:07:02.000Z
main,kube-prometheus,5.0.1,0.47.1,2021-05-23T15:16:45.000Z
main,redis,14.2.1,6.2.3,2021-05-23T19:15:12.000Z
main,harbor,1.6.2,2.2.2,2021-05-24T01:21:42.000Z
main,ambassador,6.7.9,1.13.6,2021-05-24T09:55:06.000Z
main,argo-cd,3.6.1,2.0.1,2021-05-24T11:34:21.000Z
main,cockroachdb,6.0.1,21.1.1,2021-05-24T11:34:21.000Z
main,kube-prometheus,5.0.2,0.47.1,2021-05-24T14:17:43.000Z
main,argo-workflows,0.1.3,v3.0.2,2021-05-24T23:08:38.000Z
main,redis,14.3.0,6.2.3,2021-05-24T23:58:46.000Z
main,loki-distributed,0.31.0,2.2.0,2021-05-25T01:24:39.000Z
main,openebs,2.9.1,2.9.0,2021-05-25T08:42:19.000Z
main,vault,0.12.0,1.7.2,2021-05-25T10:05:05.000Z
main,prometheus-blackbox-exporter,4.13.0,0.19.0,2021-05-25T12:19:45.000Z
main,redis,14.3.1,6.2.3,2021-05-26T01:28:25.000Z
main,argo-cd,3.6.2,2.0.1,2021-05-26T03:03:36.000Z
main,argo-workflows,0.1.4,v3.0.2,2021-05-26T03:03:36.000Z
main,loki-distributed,0.31.1,2.2.0,2021-05-26T03:53:52.000Z
main,hazelcast,3.7.3,4.2,2021-05-26T05:25:52.000Z
main,metallb,2.4.0,0.9.6,2021-05-26T06:08:43.000Z
main,dapr,1.2.0,1.2.0,2021-05-26T10:38:49.000Z
main,yugabyte,2.7.1,2.7.1.1-b1,2021-05-26T10:38:50.000Z
main,loki-distributed,0.31.2,2.2.1,2021-05-26T13:21:15.000Z
main,argocd-notifications,1.3.2,1.1.1,2021-05-26T13:53:50.000Z
main,loki-distributed,0.31.3,2.2.1,2021-05-27T03:34:49.000Z
main,kube-prometheus,5.0.3,0.48.0,2021-05-27T05:51:30.000Z
main,redis,14.3.2,6.2.3,2021-05-27T07:28:29.000Z
main,argo-workflows,0.1.5,v3.0.2,2021-05-27T10:10:39.000Z
main,minio-operator,4.1.0,v4.1.0,2021-05-27T17:18:07.000Z
main,postgres-operator-ui,1.6.3,1.6.3,2021-05-28T05:37:19.000Z
main,postgres-operator,1.6.3,1.6.3,2021-05-28T05:37:19.000Z
main,verdaccio,4.1.0,5.1.0,2021-05-28T11:48:39.000Z
main,argo-cd,3.6.3,2.0.3,2021-05-29T01:26:56.000Z
main,argo-cd,3.6.4,2.0.3,2021-05-29T07:25:34.000Z
main,prometheus-postgres-exporter,2.3.4,0.9.0,2021-05-29T19:40:00.000Z
main,seaweedfs,2.50,2.50,2021-05-30T20:51:51.000Z
main,openebs,2.9.2,2.9.0,2021-05-31T00:32:02.000Z
main,argo-workflows,0.2.0,v3.0.2,2021-05-31T08:28:55.000Z
main,argo-workflows,0.2.1,v3.0.2,2021-05-31T10:47:11.000Z
main,argo-cd,3.6.5,2.0.3,2021-05-31T12:26:54.000Z
main,argo-workflows,0.2.2,v3.0.2,2021-05-31T12:26:55.000Z
main,grafana,6.9.2,7.5.5,2021-05-31T23:47:58.000Z
main,grafana,6.10.0,7.5.5,2021-06-01T23:06:34.000Z
main,ingress-nginx,3.32.0,0.46.0,2021-06-02T02:56:43.000Z
main,grafana,6.11.0,7.5.5,2021-06-02T06:08:18.000Z
main,kube-prometheus,5.0.4,0.48.1,2021-06-02T06:08:18.000Z
main,redis,14.3.3,6.2.4,2021-06-02T06:08:19.000Z
main,argo-cd,3.6.6,2.0.3,2021-06-02T12:04:18.000Z
main,argocd-notifications,1.4.0,1.1.1,2021-06-03T02:55:59.000Z
main,argo-workflows,0.2.3,v3.0.2,2021-06-03T03:55:54.000Z
main,argo-workflows,0.2.4,v3.0.2,2021-06-03T10:58:11.000Z
main,argocd-applicationset,0.1.6,v0.1.0,2021-06-03T10:58:11.000Z
main,ambassador,6.7.10,1.13.7,2021-06-03T12:33:40.000Z
main,wiki,2.1.0,,2021-06-05T06:29:30.000Z
main,ingress-nginx,3.33.0,0.47.0,2021-06-06T08:50:49.000Z
main,argo-cd,3.6.7,2.0.3,2021-06-07T01:18:49.000Z
main,argo-cd,3.6.8,2.0.3,2021-06-07T01:56:05.000Z
main,gitlab-runner,0.29.0,13.12.0,2021-06-07T01:56:05.000Z
main,seaweedfs,2.51,2.51,2021-06-07T01:56:06.000Z
main,redis,14.3.4,6.2.4,2021-06-07T02:33:21.000Z
main,loki-distributed,0.32.0,2.2.1,2021-06-07T04:55:34.000Z
main,loki-distributed,0.33.0,2.2.1,2021-06-07T06:23:22.000Z
main,gitea,3.1.2,1.14.1,2021-06-07T11:10:59.000Z
main,kube-prometheus,6.0.0,0.48.1,2021-06-07T11:11:00.000Z
main,seaweedfs,2.52,2.52,2021-06-07T12:50:24.000Z
main,openebs,2.9.3,2.9.0,2021-06-07T22:31:29.000Z
main,redis,14.4.0,6.2.4,2021-06-07T22:31:29.000Z
main,metallb,2.4.1,0.10.0,2021-06-07T23:55:52.000Z
main,argo-workflows,0.2.5,v3.0.2,2021-06-08T06:00:14.000Z
main,cockroachdb,6.0.2,21.1.2,2021-06-08T07:53:07.000Z
main,ambassador,6.7.11,1.13.8,2021-06-08T09:53:45.000Z
main,cockroachdb,6.0.3,21.1.2,2021-06-08T10:42:12.000Z
main,grafana,6.12.0,8.0.0,2021-06-08T12:48:40.000Z
main,prometheus-blackbox-exporter,4.14.0,0.19.0,2021-06-08T23:52:08.000Z
main,gitea,3.1.3,1.14.2,2021-06-09T06:44:43.000Z
main,minio-operator,4.1.1,v4.1.1,2021-06-09T08:30:06.000Z
main,gitea,3.1.4,1.14.2,2021-06-10T03:40:46.000Z
main,kubernetes-dashboard,4.3.0,2.3.0,2021-06-10T06:44:00.000Z
main,metallb,2.4.2,0.10.0,2021-06-10T07:16:51.000Z
main,grafana,6.12.1,8.0.1,2021-06-10T22:52:36.000Z
main,kubernetes-dashboard,4.3.1,2.3.0,2021-06-11T05:02:30.000Z
main,loki-distributed,0.33.1,2.2.1,2021-06-11T08:25:17.000Z
main,minio-operator,4.1.2,v4.1.1,2021-06-12T13:13:04.000Z
main,seaweedfs,2.53,2.53,2021-06-13T16:41:35.000Z
main,loki-distributed,0.34.0,2.2.1,2021-06-13T23:18:49.000Z
main,loki-distributed,0.34.1,2.2.1,2021-06-14T07:16:16.000Z
main,minio-operator,4.1.3,v4.1.1,2021-06-14T10:17:06.000Z
main,metallb,2.4.3,0.10.2,2021-06-14T10:51:39.000Z
main,cert-manager,v1.4.0,v1.4.0,2021-06-15T05:04:03.000Z
main,minio-operator,4.1.4,v4.1.1,2021-06-15T18:56:58.000Z
main,grafana,6.13.0,8.0.1,2021-06-16T07:15:54.000Z
main,openebs,2.10.0,2.10.0,2021-06-16T09:57:24.000Z
main,dapr,1.2.1,1.2.1,2021-06-16T14:14:08.000Z
main,dapr,1.2.2,1.2.2,2021-06-16T19:48:37.000Z
main,redis,14.5.0,6.2.4,2021-06-17T07:51:05.000Z
main,vault,0.13.0,1.7.3,2021-06-17T10:52:52.000Z
main,minio-operator,4.1.5,v4.1.2,2021-06-17T16:42:45.000Z
main,redis,14.6.0,6.2.4,2021-06-18T00:15:45.000Z
main,grafana,6.13.1,8.0.2,2021-06-18T01:44:52.000Z
main,grafana,6.13.2,8.0.3,2021-06-18T05:48:05.000Z
main,openebs,2.10.1,2.10.0,2021-06-18T07:16:22.000Z
main,redis,14.6.1,6.2.4,2021-06-18T22:53:58.000Z
main,seaweedfs,2.54,2.54,2021-06-19T03:11:49.000Z
main,gitlab-runner,0.30.0,14.0.0,2021-06-19T05:02:56.000Z
main,grafana,6.13.3,8.0.3,2021-06-20T22:17:46.000Z
main,grafana,6.13.4,8.0.3,2021-06-21T08:23:17.000Z
main,grafana,6.13.5,8.0.3,2021-06-21T17:57:51.000Z
main,ingress-nginx,3.34.0,0.47.0,2021-06-22T04:21:05.000Z
main,cockroachdb,6.0.4,21.1.3,2021-06-22T06:40:33.000Z
main,loki,2.5.1,v2.2.0,2021-06-22T11:34:58.000Z
main,consul,0.32.0,1.10.0,2021-06-22T15:38:21.000Z
main,seaweedfs,2.55,2.55,2021-06-23T00:14:37.000Z
main,loki-distributed,0.34.2,2.2.1,2021-06-23T01:43:19.000Z
main,harbor,1.7.0,2.3.0,2021-06-23T02:15:48.000Z
main,hazelcast,3.7.4,4.2,2021-06-23T03:12:08.000Z
main,prometheus-postgres-exporter,2.3.5,0.9.0,2021-06-23T11:10:20.000Z
main,prometheus-redis-exporter,4.1.0,1.11.1,2021-06-23T11:10:20.000Z
main,redis,14.6.2,6.2.4,2021-06-23T13:12:34.000Z
main,kube-prometheus,6.0.1,0.48.1,2021-06-23T19:17:01.000Z
main,argo-cd,3.6.9,2.0.3,2021-06-24T22:17:49.000Z
main,argo-workflows,0.2.6,v3.0.7,2021-06-24T22:17:49.000Z
main,loki-distributed,0.35.0,2.2.1,2021-06-25T06:36:55.000Z
main,argo-cd,3.6.10,2.0.3,2021-06-26T07:15:49.000Z
main,seaweedfs,2.56,2.56,2021-06-27T22:51:21.000Z
main,minio-operator,4.1.6,v4.1.2,2021-06-28T10:06:56.000Z
main,loki,2.5.2,v2.2.1,2021-06-28T10:55:58.000Z
main,grafana,6.13.6,8.0.3,2021-06-28T22:51:26.000Z
main,argo-cd,3.6.11,2.0.4,2021-06-29T01:15:35.000Z
main,prometheus-mysql-exporter,1.2.1,v0.12.1,2021-06-29T01:15:35.000Z
main,prometheus-blackbox-exporter,4.15.0,0.19.0,2021-06-29T10:17:29.000Z
main,gitea,3.2.0,1.14.2,2021-06-29T12:14:05.000Z
main,consul,0.32.1,1.10.0,2021-06-29T12:38:02.000Z
main,cockroachdb,6.0.5,21.1.4,2021-06-30T05:27:42.000Z
main,redis,14.6.3,6.2.4,2021-06-30T07:16:21.000Z
main,ambassador,6.7.12,1.13.9,2021-06-30T09:05:05.000Z
main,kube-prometheus,6.1.0,0.48.1,2021-06-30T11:11:21.000Z
main,nats,0.8.2,2.3.1,2021-07-01T12:15:37.000Z
main,verdaccio,4.1.1,5.1.1,2021-07-02T09:03:42.000Z
main,cockroachdb,6.0.6,21.1.5,2021-07-02T11:36:47.000Z
main,seaweedfs,2.57,2.57,2021-07-03T14:13:19.000Z
main,openebs,2.10.2,2.10.0,2021-07-04T23:13:00.000Z
main,argo-cd,3.7.1,2.0.4,2021-07-05T02:15:25.000Z
main,redis,14.6.4,6.2.4,2021-07-05T12:13:48.000Z
main,redis,14.6.5,6.2.4,2021-07-06T13:13:13.000Z
main,grafana,6.13.7,8.0.3,2021-07-06T16:46:22.000Z
main,longhorn,1.1.2,v1.1.2,2021-07-06T21:35:36.000Z
main,redis,14.6.6,6.2.4,2021-07-07T01:42:48.000Z
main,kube-prometheus,6.1.1,0.48.1,2021-07-07T08:27:45.000Z
main,minio-operator,4.1.7,v4.1.3,2021-07-08T00:15:46.000Z
main,grafana,6.13.8,8.0.3,2021-07-08T02:15:43.000Z
main,verdaccio,4.2.0,5.1.1,2021-07-08T06:40:38.000Z
main,gitlab,5.0.5,14.0.5,2021-07-08T08:58:09.000Z
main,reloader,v0.0.95,v0.0.95,2021-07-08T08:58:10.000Z
main,reloader,v0.0.96,v0.0.96,2021-07-09T00:15:47.000Z
main,argo-cd,3.7.2,2.0.4,2021-07-09T03:11:57.000Z
main,argo-workflows,0.2.7,v3.0.7,2021-07-09T03:11:57.000Z
main,argocd-applicationset,0.1.7,v0.1.0,2021-07-09T03:11:57.000Z
main,argocd-notifications,1.4.1,1.1.1,2021-07-09T03:11:57.000Z
main,argo-cd,3.8.0,2.0.4,2021-07-09T04:57:39.000Z
main,grafana,6.13.9,8.0.5,2021-07-09T04:57:39.000Z
main,reloader,v0.0.97,v0.0.97,2021-07-11T00:15:06.000Z
main,seaweedfs,2.58,2.58,2021-07-12T00:41:02.000Z
main,argo-cd,3.8.1,2.0.4,2021-07-12T03:11:41.000Z
main,argocd-applicationset,1.0.0,v0.1.0,2021-07-12T03:11:41.000Z
main,metallb,2.4.4,0.10.2,2021-07-12T09:04:23.000Z
main,gitea,4.0.0,1.14.3,2021-07-12T10:17:14.000Z
main,argo-cd,3.9.0,2.0.4,2021-07-12T22:49:57.000Z
main,redis,14.7.0,6.2.4,2021-07-13T10:47:30.000Z
main,loki,2.5.3,v2.2.1,2021-07-14T10:47:33.000Z
main,rancher,2.5.9,v2.5.9,2021-07-14T17:58:40.000Z
main,redis,14.7.1,6.2.4,2021-07-14T22:17:53.000Z
main,prometheus-snmp-exporter,0.1.3,0.19.0,2021-07-15T06:36:33.000Z
main,seaweedfs,2.59,2.59,2021-07-15T15:13:59.000Z
main,grafana,6.13.10,8.0.5,2021-07-16T01:14:37.000Z
main,redis,14.7.2,6.2.4,2021-07-16T02:15:27.000Z
main,openebs,2.11.0,2.11.0,2021-07-16T03:12:04.000Z
main,openebs,2.11.1,2.11.0,2021-07-16T22:16:42.000Z
main,prometheus-blackbox-exporter,5.0.0,0.19.0,2021-07-18T03:36:03.000Z
main,gitea,4.0.1,1.14.3,2021-07-18T09:25:42.000Z
main,openebs,2.11.2,2.11.0,2021-07-18T10:16:58.000Z
main,prometheus-blackbox-exporter,5.0.1,0.19.0,2021-07-19T01:14:57.000Z
main,metallb,2.4.5,0.10.2,2021-07-19T04:22:19.000Z
main,grafana,6.14.0,8.0.5,2021-07-19T06:12:58.000Z
main,nats,0.8.4,2.3.2,2021-07-19T09:02:52.000Z
main,grafana,6.14.1,8.0.5,2021-07-20T02:15:19.000Z
main,hazelcast,3.7.5,4.2,2021-07-20T02:15:19.000Z
main,argo-cd,3.10.0,2.0.4,2021-07-20T04:21:55.000Z
main,prometheus-blackbox-exporter,5.0.2,0.19.0,2021-07-20T05:39:04.000Z
main,gitlab,5.0.6,14.0.6,2021-07-20T09:02:18.000Z
main,argo-workflows,0.2.10,v3.0.7,2021-07-20T10:47:20.000Z
main,argo-workflows,0.2.11,v3.0.7,2021-07-20T14:13:55.000Z
main,cockroachdb,6.0.7,21.1.6,2021-07-20T14:13:55.000Z
main,prometheus-blackbox-exporter,5.0.3,0.19.0,2021-07-21T01:14:50.000Z
main,argo-workflows,0.2.12,v3.0.7,2021-07-21T08:21:42.000Z
main,redis,14.8.2,6.2.4,2021-07-21T16:45:36.000Z
main,kube-prometheus,6.1.2,0.48.1,2021-07-22T03:36:14.000Z
main,gitlab,5.1.0,14.1.0,2021-07-22T06:13:01.000Z
